id,web_id,longitude,latitude,location,complete_response
3216,1672,13.312334968517114,52.4413095,"24-26, Moltkestraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12203, Deutschland","24-26, Moltkestraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12203, Deutschland"
3218,762,13.2778134,52.4388653,"53, Mörchinger Straße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14169, Deutschland","53, Mörchinger Straße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14169, Deutschland"
3221,772,13.2994836,52.5263611,"10, Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","10, Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3222,773,13.2991851,52.5264553,"11, Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","11, Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3223,775,13.2972136,52.526474,"Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3224,771,13.3035057,52.52574,"1, Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","1, Osnabrücker Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3225,1792,13.3432987,52.464638,"14, Peter-Vischer-Straße, Steglitz, Tempelhof-Schöneberg, Berlin, 12157, Deutschland","14, Peter-Vischer-Straße, Steglitz, Tempelhof-Schöneberg, Berlin, 12157, Deutschland"
3229,796,13.3938425,52.4666908,"14, Ringbahnstraße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12099, Deutschland","14, Ringbahnstraße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12099, Deutschland"
3231,765,13.3380955,52.4530046,"13, Steinstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland","13, Steinstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12169, Deutschland"
3234,779,13.29834621478021,52.52479155,"10, Tegeler Weg, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","10, Tegeler Weg, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3235,780,13.29834621478021,52.52479155,"10, Tegeler Weg, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","10, Tegeler Weg, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3241,1872,13.5255888,52.5654929,"50, Welsestraße, Neu-Hohenschönhausen, Lichtenberg, Berlin, 13057, Deutschland","50, Welsestraße, Neu-Hohenschönhausen, Lichtenberg, Berlin, 13057, Deutschland"
3288,2093,13.4334642,52.4866776,"24, Weserstraße, Reuterkiez, Neukölln, Berlin, 12045, Deutschland","24, Weserstraße, Reuterkiez, Neukölln, Berlin, 12045, Deutschland"
3289,2094,13.3042718,52.4896075,"32, Eisenzahnstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10709, Deutschland","32, Eisenzahnstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, 10709, Deutschland"
3290,2095,13.3143475,52.4735131,"Rüdesheimer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland","Rüdesheimer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14197, Deutschland"
3333,1877,13.471905299999998,52.526427049999995,"Kiez-Sporthalle, 37, Rudolf-Seiffert-Straße, Fennpfuhl, Lichtenberg, Berlin, 10369, Deutschland","Kiez-Sporthalle, 37, Rudolf-Seiffert-Straße, Fennpfuhl, Lichtenberg, Berlin, 10369, Deutschland"
3397,2105,13.283585007036852,52.42033345,"Bilinguale Schule Phorms, 3A, Harry-S.-Truman-Allee, Schweizer Viertel, Lichterfelde, Steglitz-Zehlendorf, Berlin, 14167, Deutschland","Bilinguale Schule Phorms, 3A, Harry-S.-Truman-Allee, Schweizer Viertel, Lichterfelde, Steglitz-Zehlendorf, Berlin, 14167, Deutschland"
3422,1262,13.3675144,52.4910478,"Cafe Finovo, 12, Großgörschenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","Cafe Finovo, 12, Großgörschenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland"
3495,2096,13.4510868,52.5107407,"Kopernikus Kiosk, 6, Kopernikusstraße, Hausburgviertel, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland","Kopernikus Kiosk, 6, Kopernikusstraße, Hausburgviertel, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10243, Deutschland"
3507,827,13.3436282,52.4464892,"68, Albrechtstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland","68, Albrechtstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
3513,849,13.4020778,52.5514135,"71, Behmstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland","71, Behmstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
3514,824,13.24806684340548,52.427204849999995,"54, Berlepschstraße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland","54, Berlepschstraße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland"
3521,807,13.2996037,52.5277395,"28, Brahestraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","28, Brahestraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3523,844,13.3670548,52.4965192,"Munch’s Hus, 66, Bülowstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland","Munch’s Hus, 66, Bülowstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland"
3525,832,13.3418008,52.4757936,"1, Ceciliengärten, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","1, Ceciliengärten, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
3528,815,13.3194639,52.5200285,"MBition GmbH, 1, Dovestraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland","MBition GmbH, 1, Dovestraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10587, Deutschland"
3529,763,13.304508030323554,52.4345167,"Goethe-Oberschule, 72-74, Drakestraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland","Goethe-Oberschule, 72-74, Drakestraße, Giesensdorf, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12205, Deutschland"
3533,821,13.3327816,52.4648221,"38, Fregestraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland","38, Fregestraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland"
3534,822,13.3324127,52.4643645,"Fregestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12161, Deutschland","Fregestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12161, Deutschland"
3539,833,13.3383631,52.4757444,"15, Hähnelstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","15, Hähnelstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
3542,838,13.340631,52.4762482,"Storbeck Berufskleidung, 68, Hauptstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","Storbeck Berufskleidung, 68, Hauptstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
3543,811,13.2989475,52.526619,"1, Herschelstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","1, Herschelstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3545,809,13.2992739,52.5274247,"5, Herschelstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","5, Herschelstraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3549,835,13.3829085,52.4717018,"19, Hoeppnerstraße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland","19, Hoeppnerstraße, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland"
3555,813,13.3005698,52.5262775,"10, Kamminer Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland","10, Kamminer Straße, Charlottenburg, Charlottenburg-Wilmersdorf, 10589, Deutschland"
3559,840,13.3805236,52.4551538,"1, Kunigundenstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland","1, Kunigundenstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
3569,845,13.3312008,52.472611,"16, Niedstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","16, Niedstraße, Friedenau, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
3572,847,13.413951814095238,52.54288365,"80, Pappelallee, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland","80, Pappelallee, Helmholtzkiez, Prenzlauer Berg, Pankow, Berlin, 10437, Deutschland"
3582,837,13.3852637,52.4734409,"92, Tempelhofer Damm, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland","92, Tempelhofer Damm, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland"
3588,843,13.3806888,52.455306,"14, Werderstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland","14, Werderstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
3592,842,13.3803047,52.4548635,"1, Wolframstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland","1, Wolframstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12105, Deutschland"
3596,803,13.2984396,52.4727804,"4, Zoppoter Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland","4, Zoppoter Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, 14199, Deutschland"
3600,1967,13.4825499,52.4953777,"2, Paula-Fürst-Straße, Rummelsburg, Lichtenberg, Berlin, 10317, Deutschland","2, Paula-Fürst-Straße, Rummelsburg, Lichtenberg, Berlin, 10317, Deutschland"
3601,1968,13.339974629324,52.4399699,"44, Brucknerstraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12247, Deutschland","44, Brucknerstraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12247, Deutschland"
3650,2111,13.3693453,52.4908012,"Großgörschenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland","Großgörschenstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10829, Deutschland"
3752,2108,13.3971633,52.4231284,"2, Tauernallee, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland","2, Tauernallee, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland"
3754,2110,13.25810256965924,52.45227745,"67, Hochsitzweg, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14169, Deutschland","67, Hochsitzweg, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14169, Deutschland"
3755,2113,13.2977538,52.5079076,"56 a, Pestalozzistraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10627, Deutschland","56 a, Pestalozzistraße, Charlottenburg, Charlottenburg-Wilmersdorf, 10627, Deutschland"
3824,2019,13.284259145817751,52.45802805,"Erich-Kästner-Grundschule, 2-8, Bachstelzenweg, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","Erich-Kästner-Grundschule, 2-8, Bachstelzenweg, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
3828,2026,13.2842749,52.4595136,"Im Gehege, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","Im Gehege, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
3989,1438,13.3338197,52.4660029,"29, Holsteinische Straße, Steglitz, Steglitz-Zehlendorf, Berlin, 12161, Deutschland","29, Holsteinische Straße, Steglitz, Steglitz-Zehlendorf, Berlin, 12161, Deutschland"
4070,851,13.4024377,52.5514464,"73, Behmstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland","73, Behmstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
4071,852,13.403141,52.5514881,"77, Behmstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland","77, Behmstraße, Arnimkiez, Prenzlauer Berg, Pankow, Berlin, 10439, Deutschland"
4074,863,13.4127613,52.5600614,"47, Berliner Straße, Pankow, Berlin, 13189, Deutschland","47, Berliner Straße, Pankow, Berlin, 13189, Deutschland"
4079,855,13.4036524,52.5699034,"Postbank, 20, Breite Straße, Pankow, Berlin, 13187, Deutschland","Postbank, 20, Breite Straße, Pankow, Berlin, 13187, Deutschland"
4080,856,13.4014346,52.5692843,"Breite Straße, Pankow, Berlin, 13187, Deutschland","Breite Straße, Pankow, Berlin, 13187, Deutschland"
4081,857,13.410011,52.5713002,"P-Fresh, 7, Breite Straße, Pankow, Berlin, 13187, Deutschland","P-Fresh, 7, Breite Straße, Pankow, Berlin, 13187, Deutschland"
4086,1925,13.49997085,52.49573075,"Sporthalle, 42, Dolgenseestraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland","Sporthalle, 42, Dolgenseestraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
4092,1768,13.38038011499528,52.4373229,"21, Großbeerenstraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland","21, Großbeerenstraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland"
4093,1840,13.4006551,52.4380571,"72, Grüntenstraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland","72, Grüntenstraße, Mariendorf, Tempelhof-Schöneberg, Berlin, 12107, Deutschland"
4095,1863,13.4496502,52.4845548,"39, Harzer Straße, Neukölln, Berlin, 12059, Deutschland","39, Harzer Straße, Neukölln, Berlin, 12059, Deutschland"
4097,870,13.4842316,52.5195497,"10, Hendrichplatz, Lichtenberg, Berlin, 10367, Deutschland","10, Hendrichplatz, Lichtenberg, Berlin, 10367, Deutschland"
4105,1924,13.4972085,52.4982269,"Huronseestraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland","Huronseestraße, Sewan-Viertel, Friedrichsfelde, Lichtenberg, Berlin, 10319, Deutschland"
4107,1654,13.340424516564418,52.438135,"Pflegeheim Käthe-Kollwitz, 65, Kaulbachstraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12247, Deutschland","Pflegeheim Käthe-Kollwitz, 65, Kaulbachstraße, Lankwitz, Steglitz-Zehlendorf, Berlin, 12247, Deutschland"
4115,860,13.4055238,52.5667017,"Mühlenstraße, Pankow, Berlin, 13187, Deutschland","Mühlenstraße, Pankow, Berlin, 13187, Deutschland"
4117,866,13.4218433,52.5612665,"Neumannstraße, Pankow, Berlin, 13189, Deutschland","Neumannstraße, Pankow, Berlin, 13189, Deutschland"
4118,867,13.4238768,52.5545941,"4, Neumannstraße, Pankow, Berlin, 13189, Deutschland","4, Neumannstraße, Pankow, Berlin, 13189, Deutschland"
4120,861,13.40731545824408,52.57365115,"25, Ossietzkystraße, Pankow, Berlin, 13187, Deutschland","25, Ossietzkystraße, Pankow, Berlin, 13187, Deutschland"
4121,1911,13.477426286525828,52.5272465,"69, Paul-Junius-Straße, Fennpfuhl, Lichtenberg, Berlin, 10369, Deutschland","69, Paul-Junius-Straße, Fennpfuhl, Lichtenberg, Berlin, 10369, Deutschland"
4122,1810,13.4695802,52.5202522,"Pettenkoferstraße, Samariterviertel, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland","Pettenkoferstraße, Samariterviertel, Friedrichshain, Friedrichshain-Kreuzberg, Berlin, 10247, Deutschland"
4124,1861,13.3614235,52.4954831,"TV, 151, Potsdamer Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland","TV, 151, Potsdamer Straße, Schöneberg, Tempelhof-Schöneberg, Berlin, 10783, Deutschland"
4128,1615,13.3406189,52.4719001,"34, Sponholzstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland","34, Sponholzstraße, Schöneberg, Tempelhof-Schöneberg, Berlin, 12159, Deutschland"
4130,1864,13.5012433,52.5492653,"38, Suermondtstraße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland","38, Suermondtstraße, Alt-Hohenschönhausen, Lichtenberg, Berlin, 13053, Deutschland"
4132,1770,13.386568,52.4818074,"7, Tempelhofer Damm, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland","7, Tempelhofer Damm, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland"
4193,938,13.3339986,52.4458885,"15, Am Eichgarten, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland","15, Am Eichgarten, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
4194,1208,13.32288089438891,52.4530522,"1, Adolfstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland","1, Adolfstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
4195,936,13.322817067618429,52.4601468,"30, Ahornstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland","30, Ahornstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland"
4196,937,13.322963832568808,52.4603015,"31, Ahornstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland","31, Ahornstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland"
4197,917,13.3171185,52.4731998,"Ahrweilerstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland","Ahrweilerstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
4198,798,13.3171185,52.4731998,"Ahrweilerstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland","Ahrweilerstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
4200,945,13.32543868006387,52.4552624,"12, Albrechtstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland","12, Albrechtstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
4201,672,13.3259343,52.4551467,"14, Albrechtstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland","14, Albrechtstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland"
4208,891,13.2926013,52.4621739,"Archivstraße, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","Archivstraße, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
4209,440,13.3134313,52.4770649,"Aßmannshauser Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland","Aßmannshauser Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
4212,1337,13.3227664,52.4311115,"Bahnhofstraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12207, Deutschland","Bahnhofstraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12207, Deutschland"
4213,919,13.3133679,52.4829546,"23, Barstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","23, Barstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4214,980,13.3142524,52.4846455,"42, Barstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","42, Barstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4215,926,13.313745,52.4853797,"Barstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","Barstraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4216,972,13.3137426,52.4963704,"25, Bayerische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland","25, Bayerische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
4220,981,13.319549824237196,52.48624705,"126, Berliner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","126, Berliner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4221,136,13.3204478,52.4865368,"Berliner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","Berliner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4222,122,13.3772954,52.5052867,"22, Bernburger Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland","22, Bernburger Straße, Kreuzberg, Friedrichshain-Kreuzberg, Berlin, 10963, Deutschland"
4226,533,13.3095719,52.47454,"Binger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland","Binger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
4227,496,13.3392545,52.4621081,"Bismarckstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12157, Deutschland","Bismarckstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12157, Deutschland"
4228,982,13.3200649,52.4849551,"Kunstwerk Blisse, 14, Blissestraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","Kunstwerk Blisse, 14, Blissestraße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4229,904,13.313653,52.4679244,"Bonner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland","Bonner Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14197, Deutschland"
4230,1273,13.3006916,52.470232,"13, Borkumer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland","13, Borkumer Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland"
4231,1360,13.2988306,52.4706837,"Borkumer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland","Borkumer Straße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland"
4234,1183,13.282794,52.5766547,"Bottroper Weg, Tegel, Reinickendorf, Berlin, 13507, Deutschland","Bottroper Weg, Tegel, Reinickendorf, Berlin, 13507, Deutschland"
4236,806,13.2999582,52.5279237,"12, Brahestraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10589, Deutschland","12, Brahestraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10589, Deutschland"
4237,984,13.3177569,52.4880262,"Brandenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland","Brandenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10713, Deutschland"
4238,975,13.3101774,52.4935692,"Brandenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland","Brandenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
4239,408,13.3101774,52.4935692,"Brandenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland","Brandenburgische Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
4240,1135,13.3043229,52.5191375,"Brauhofstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10587, Deutschland","Brauhofstraße, Charlottenburg, Charlottenburg-Wilmersdorf, Berlin, 10587, Deutschland"
4241,890,13.3085325,52.4661718,"13, Breitenbachplatz, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland","13, Breitenbachplatz, Dahlem, Steglitz-Zehlendorf, Berlin, 14195, Deutschland"
4242,1834,13.4338156,52.6123881,"Bucher Straße, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland","Bucher Straße, Französisch Buchholz, Pankow, Berlin, 13127, Deutschland"
4244,879,13.3416774,52.5282108,"10, Bugenhagenstraße, Moabit, Mitte, Berlin, 10551, Deutschland","10, Bugenhagenstraße, Moabit, Mitte, Berlin, 10551, Deutschland"
4245,880,13.3408757,52.5282206,"12, Bugenhagenstraße, Moabit, Mitte, Berlin, 10551, Deutschland","12, Bugenhagenstraße, Moabit, Mitte, Berlin, 10551, Deutschland"
4246,881,13.3387268,52.5282965,"Bugenhagenstraße, Moabit, Mitte, Berlin, 10551, Deutschland","Bugenhagenstraße, Moabit, Mitte, Berlin, 10551, Deutschland"
4247,1582,13.3086431,52.4644195,"Buggestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland","Buggestraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12163, Deutschland"
4248,930,13.3286196,52.4669397,"Cinema, 111, Bundesallee, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland","Cinema, 111, Bundesallee, Friedenau, Tempelhof-Schöneberg, Berlin, 12161, Deutschland"
4249,579,13.3317842,52.4921642,"197, Bundesallee, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10717, Deutschland","197, Bundesallee, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10717, Deutschland"
4251,540,13.2943132,52.488362,"Charlottenbrunner Straße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14193, Deutschland","Charlottenbrunner Straße, Schmargendorf, Charlottenburg-Wilmersdorf, Berlin, 14193, Deutschland"
4257,534,13.3058977,52.469778,"54, Dillenburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland","54, Dillenburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 14199, Deutschland"
4259,977,13.3102623,52.4980122,"17, Duisburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland","17, Duisburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
4260,978,13.3112674,52.4981889,"2, Duisburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland","2, Duisburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
4261,979,13.3076854,52.4981809,"Duisburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland","Duisburger Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10707, Deutschland"
4262,1821,13.3093706,52.4389139,"Dürerstraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12203, Deutschland","Dürerstraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12203, Deutschland"
4263,424,13.3309985,52.480778,"Durlacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland","Durlacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
4264,422,13.3309985,52.480778,"Durlacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland","Durlacher Straße, Wilmersdorf, Charlottenburg-Wilmersdorf, Berlin, 10715, Deutschland"
